SC_CODE,SC_NAME,SC_GROUP,SC_TYPE,OPEN,HIGH,LOW,CLOSE,LAST,PREVCLOSE,NO_TRADES,NO_OF_SHRS,NET_TURNOV,TDCLOINDI
500575,VOLTAS LTD  ,A ,Q,632.80,638.30,625.30,631.95,631.95,631.60,1922,97021,61216569.00,
500620,GREAT EASTE ,A ,Q,334.80,349.00,334.00,340.55,339.95,333.15,256,7063,2402394.00,
500645,DEEPAK FERT.,A ,Q,324.45,346.70,321.45,340.15,340.15,322.40,1604,67381,22473494.00,
500650,EXCEL INDUST,B ,Q,1025.00,1050.35,1018.00,1043.55,1026.85,1020.30,148,2630,2732342.00,
500655,GARWARE POLY,X ,Q,170.00,171.50,169.00,171.50,171.50,169.00,13,1382,235978.00,
500660,GLAXOSMITH  ,A ,Q,2257.00,2285.00,2220.00,2264.50,2264.50,2225.05,189,916,2063764.00,
500670,GUJ.NARMADA ,A ,Q,390.00,405.45,388.95,398.05,398.05,392.20,3497,230447,91968965.00,
500672,NOVARTIS    ,B ,Q,618.00,626.00,615.00,624.90,624.90,619.75,175,28491,17721800.00,
500674,SANOFI      ,A ,Q,5105.00,5121.40,5101.00,5106.95,5101.00,5124.90,11,25,127721.00,
500676,GLAXOSMITHKL,A ,Q,6101.90,6214.90,6028.20,6113.00,6146.05,6104.85,164,473,2875462.00,
500680,PFIZER LTD. ,A ,Q,2172.00,2184.80,2120.00,2146.20,2122.00,2172.80,171,444,955680.00,
500690,GUJ.ST.FERT ,A ,Q,124.90,126.50,123.60,125.25,125.25,124.95,551,77784,9745880.00,
500696,HIND UNI LT ,A ,Q,1372.00,1378.40,1363.80,1375.65,1374.35,1381.10,899,36988,50775680.00,
500710,AKZOINDIA   ,B ,Q,1935.10,1968.00,1896.00,1909.10,1909.10,1939.60,697,4466,8609883.00,
500730,NOCIL LTD   ,B ,Q,212.45,214.00,209.35,212.65,212.65,211.10,1418,159514,33841649.00,
500770,TATA CHEM.  ,A ,Q,725.00,726.55,712.55,723.60,723.60,715.45,1045,44393,32001464.00,
500777,T.P.L.      ,B ,Q,53.00,53.75,53.00,53.55,53.50,53.70,86,14138,753639.00,
500780,ZUARIGLOB   ,B ,Q,191.55,195.40,188.00,192.70,192.70,189.80,295,9786,1888055.00,
500790,NESTLE (I)  ,A ,Q,8355.00,8407.50,8320.50,8355.50,8355.50,8395.70,338,1402,11721329.00,
500800,TATAGLOBAL  ,A ,Q,276.00,276.00,271.20,272.55,272.55,272.95,1239,151724,41368171.00,
500820,ASIAN PAINTS,A ,Q,1145.20,1151.60,1135.30,1143.80,1143.80,1145.20,639,15290,17473981.00,
500825,BRITANIA IND,A ,Q,5070.35,5188.00,5049.95,5175.05,5175.05,5057.30,761,4256,21812630.00,
500830,COLGATE PALM,A ,Q,1091.55,1108.60,1084.80,1097.65,1099.45,1093.00,513,10552,11571467.00,
500840,EIH LTD.    ,B ,Q,166.50,169.20,164.60,166.05,165.40,166.50,260,10398,1736078.00,
500850,INDIAN HOTEL,A ,Q,137.50,137.75,134.50,135.25,136.20,136.50,533,242313,32921884.00,
500870,CASTROL     ,A ,Q,209.70,209.70,205.95,206.65,206.65,207.80,514,27624,5718937.00,
500875,ITC LTD.    ,A ,Q,260.10,261.90,260.00,260.60,260.60,259.50,2311,262915,68614933.00,
500877,APOLLO TYRES,A ,Q,293.00,296.50,289.00,294.70,292.80,292.55,2180,286614,84039878.00,
500878,CEAT LIMITED,A ,Q,1642.00,1664.75,1620.25,1649.05,1649.05,1644.70,1632,48871,80573479.00,
500890,MODI RUBBER ,T ,Q,84.20,84.20,84.20,84.20,84.20,85.05,2,406,34185.00,
500940,FINOLEX IND.,A ,Q,658.10,662.70,655.00,657.05,655.00,656.80,145,1928,1270165.00,
501148,DALAL ST INV,XT,Q,142.80,142.80,137.25,137.25,137.25,140.00,4,31,4260.00,
501150,CENTRUM CAP ,B ,Q,62.60,64.10,62.15,62.70,62.70,62.05,2081,446522,28153155.00,
501179,OSCAR INV.  ,X ,Q,82.00,82.65,82.00,82.65,82.65,78.75,7,825,67747.00,
501242,TCI FINANCE ,B ,Q,30.00,35.00,30.00,33.50,33.50,31.05,1737,394705,13108539.00,
501295,INDUS.INV.TR,B ,Q,102.50,102.50,102.50,102.50,102.50,102.45,3,250,25625.00,
501298,INDUS.&PRUD.,X ,Q,1298.00,1308.90,1270.00,1300.70,1308.00,1220.00,26,229,297103.00,
501301,TATA INVEST.,B ,Q,761.00,780.55,761.00,777.70,775.05,764.30,376,6863,5285819.00,
501343,MOTOR&GEN.FI,B ,Q,42.90,42.90,39.70,40.30,41.00,40.00,6,306,12363.00,
501370,WALCHAND PF ,X ,Q,136.00,136.00,131.20,131.75,131.60,136.00,13,388,51693.00,
501421,SOLIX TECHNO,XT,Q,104.35,104.35,104.35,104.35,104.35,109.80,8,400,41740.00,
501423,SHA ENG PLA ,X ,Q,1318.90,1318.90,1168.50,1225.95,1225.95,1312.35,146,4212,5259424.00,
501425,BOM.BURMAH  ,A ,Q,1246.00,1310.00,1246.00,1296.95,1296.95,1253.70,1831,39061,50260257.00,
501430,BOM.CYCLE   ,X ,Q,2003.05,2003.05,2003.00,2003.00,2003.00,2062.25,2,3,6009.00,
501455,GREAVES COTT,A ,Q,122.25,122.70,120.60,121.55,121.55,120.90,428,49737,6035414.00,
501700,INDIA NIVEH ,X ,Q,38.85,38.95,38.80,38.85,38.85,38.90,31,4986,193911.00,
501831,COAST CORP  ,X ,Q,88.30,88.30,88.30,88.30,88.30,88.30,1,1,88.00,
501833,CHOWGULE ST ,XT,Q,12.95,13.90,12.95,13.25,13.90,13.30,10,836,10961.00,
501848,GLOBAL OFFS ,B ,Q,25.55,28.10,25.00,28.10,28.10,25.55,194,72465,1899769.00,
502015,ASIIL       ,X ,Q,31.65,34.30,31.60,33.55,34.00,32.45,77,13723,456636.00,
502090,SAGAR CEM.  ,B ,Q,967.00,985.90,964.70,969.85,974.00,945.55,148,773,749946.00,
502137,DECAN CEMENT,B ,Q,525.00,531.00,502.00,513.55,513.55,522.00,29,299,152969.00,
502157,MANGALAM CEM,B ,Q,330.65,333.80,326.90,330.75,330.00,331.95,48,1187,391711.00,
502165,OCL INDIA L ,B ,Q,1357.40,1357.40,1313.05,1322.40,1341.95,1340.00,26,78,104313.00,
502168,N C L IND.  ,B ,Q,242.40,251.80,239.00,250.10,250.10,243.20,181,5474,1354132.00,
502175,SAURAS.CEM. ,X ,Q,75.00,76.45,73.75,73.95,73.95,75.15,119,22610,1681616.00,
502180,SRI DIGV CEM,X ,Q,25.25,25.75,24.60,25.35,25.50,24.95,155,44566,1122412.00,
502219,BOROSIL GLAS,B ,Q,907.95,907.95,881.30,905.90,905.90,907.95,298,4485,4036735.00,
502250,MARATH.REFRA,XT,Q,315.00,315.00,315.00,315.00,315.00,327.65,1,50,15750.00,
502281,TRIVENI GLAS,XT,Q,16.55,17.00,16.40,17.00,17.00,16.25,20,4577,76559.00,
502330,IPAPPM      ,B ,Q,305.20,307.85,300.70,302.60,302.90,301.90,244,10256,3102304.00,
502355,BALKRISH IND,A ,Q,1179.40,1230.00,1158.40,1220.50,1220.50,1175.05,2036,34680,41713614.00,
502407,NATH PULP   ,X ,Q,42.50,43.00,42.50,43.00,43.00,43.05,4,502,21585.00,
502420,ORIENT PAPER,B ,Q,43.40,44.50,43.40,44.35,44.50,43.15,173,15336,672634.00,
502445,CITADEL     ,X ,Q,38.25,38.25,33.10,35.80,35.50,34.90,16,1362,48539.00,
502448,ROLLATAINER ,B ,Q,4.99,5.35,4.99,5.06,5.06,4.87,18,7862,41410.00,
502450,SESHA.PAPER ,B ,Q,899.00,903.00,892.00,898.45,894.00,881.10,107,2020,1821531.00,
502587,RAMA PULP   ,X ,Q,61.00,61.90,59.00,59.60,59.95,59.70,98,16850,1006663.00,
502742,SINTEX IND. ,A ,Q,19.70,19.90,19.30,19.75,19.75,19.70,733,384249,7549077.00,
502761,BLUE BLEND  ,B ,Q,20.00,21.00,19.10,20.65,20.70,19.55,75,13247,268307.00,
502820,DCM LTD.    ,B ,Q,97.30,98.70,94.10,95.70,95.65,96.05,98,1344,130019.00,
502865,FORBES & CO ,B ,Q,3380.00,3980.00,3300.00,3915.00,3915.00,3355.40,4070,32133,120758728.00,
502873,H.P.COTTON  ,X ,Q,30.00,31.60,29.50,31.50,31.50,31.75,22,1455,44799.00,
502901,JAMSHRI RANJ,XT,Q,13.05,13.05,13.05,13.05,13.05,12.50,1,10,130.00,
502937,KESORAM IND ,B ,Q,126.80,130.00,122.75,124.70,124.70,125.75,773,65914,8320579.00,
502958,LAKSHMI MILL,X ,Q,3500.00,3560.00,3500.00,3560.00,3560.00,3522.00,2,11,38920.00,
502986,VARDH TEXT  ,B ,Q,1239.40,1288.00,1230.00,1257.45,1255.70,1238.30,181,3506,4423872.00,
503031,PENLAND LTD ,B ,Q,22.65,24.35,22.35,24.00,24.00,22.45,1540,351582,8234316.00,
503092,PASUPATI SPG,XT,Q,20.30,20.30,20.30,20.30,20.30,21.25,3,546,11083.00,
503100,PHOENIX MILL,B ,Q,585.55,595.50,580.00,586.70,586.70,588.60,167,1094,644632.00,
503101,MARATHON NEX,B ,Q,245.00,249.95,240.00,249.10,249.00,238.55,71,3228,795399.00,
503162,REL.CHEMOTX ,X ,Q,82.10,87.00,82.10,85.40,85.40,84.75,41,1844,157563.00,
503169,RUBY MILLS  ,B ,Q,302.00,320.05,302.00,317.35,317.35,301.20,66,2219,696016.00,
503310,SWAN ENG    ,A ,Q,180.60,181.00,176.50,179.70,179.70,181.00,576,199446,35718283.00,
503657,VEER ENERGY ,X ,Q,30.25,30.90,29.85,30.50,30.50,30.65,208,143959,4388316.00,
503691,SAHARA ONE  ,X ,Q,40.75,40.75,40.75,40.75,40.75,42.10,1,20,815.00,
503722,BANSW.SYNTEX,B ,Q,102.25,102.85,100.50,101.55,100.90,102.90,30,1778,181018.00,
503804,SHRI DINESH ,X ,Q,183.35,183.40,183.35,183.40,183.40,170.70,2,2,366.00,
503806,SRF LIMITED ,A ,Q,2014.00,2065.00,2014.00,2038.35,2038.35,2008.10,766,10049,20524326.00,
503811,SIYARAM SILK,B ,Q,648.90,668.40,643.05,663.95,668.00,641.20,113,908,598086.00,
503831,FOMENTO HOTE,X ,Q,122.60,125.00,120.00,122.05,125.00,126.80,39,3164,384804.00,
503837,SHREE RAJSYN,X ,Q,14.70,15.00,14.70,15.00,15.00,14.30,2,1155,17023.00,
503881,HIND.SYNTEX ,T ,Q,8.28,8.28,7.99,8.00,8.00,7.89,15,4760,38117.00,
503960,BHARAT BIJLE,B ,Q,1582.10,1634.90,1582.10,1609.00,1609.00,1579.25,337,3571,5765127.00,
504000,ELPRO INTER ,X ,Q,44.00,44.60,43.50,44.25,44.25,44.00,73,15201,672280.00,
504008,EMCO LTD.   ,B ,Q,12.40,12.40,11.85,12.00,11.90,12.25,96,20111,241995.00,
504028,GEE LTD     ,X ,Q,43.50,46.00,43.50,45.95,46.00,45.95,39,3402,154512.00,
504036,HIND.RECT   ,B ,Q,135.15,138.45,135.15,136.95,136.00,136.25,10,745,102034.00,
504058,NIPPOBATRY  ,B ,Q,857.80,857.80,845.00,845.00,845.00,854.00,2,5,4250.00,
504067,ZENSAR TECH.,B ,Q,940.00,954.95,933.00,952.20,954.90,936.50,72,338,320479.00,
504076,JYOTI LTD.  ,XT,Q,67.75,69.20,67.75,68.50,68.50,68.10,42,17378,1193197.00,
504092,INDOKEM LTD.,X ,Q,18.05,21.95,18.05,21.95,21.95,18.30,188,45992,961723.00,
504093,PANA ENERG  ,X ,Q,356.00,370.00,355.00,364.10,367.00,355.95,115,6376,2311225.00,
504112,NELCO LTD.  ,B ,Q,198.95,198.95,193.15,194.45,194.45,198.95,1634,60673,11853811.00,
504132,PERM MAGNETS,X ,Q,94.00,95.85,91.05,93.00,93.00,87.15,28,1468,138732.00,
504176,HIGH ENERGY ,X ,Q,463.50,463.50,462.50,462.50,462.50,459.40,3,58,26833.00,
504180,STD.BATTERY ,X ,Q,9.20,9.20,9.10,9.10,9.10,8.77,5,1068,9728.00,
504212,UNIV.CABLE  ,B ,Q,141.30,142.50,138.65,141.10,141.00,141.75,68,3074,431695.00,
504220,W.S.INDUSTR.,B ,Q,8.00,8.00,7.00,7.47,7.45,7.54,20,2027,14862.00,
504258,LAKSHMI ELEC,X ,Q,636.00,649.00,636.00,646.15,645.00,635.05,18,217,139578.00,
504286,DELTA MAG   ,T ,Q,58.40,58.40,58.40,58.40,58.40,55.65,5,1219,71189.00,
504341,RELTD       ,X ,Q,33.00,33.00,30.90,30.90,30.90,32.50,10,1065,33963.00,
504351,EMPOWER     ,XT,Q,0.49,0.49,0.49,0.49,0.49,0.49,3,110,53.00,
504378,NYSSACORP   ,X ,Q,1.79,1.79,1.77,1.77,1.77,1.71,10,551,980.00,
504392,KRISHNA VEN ,XT,Q,61.75,61.75,61.75,61.75,61.75,65.00,1,100,6175.00,
504605,UNI ABEX    ,ST,Q,630.00,630.00,596.00,624.35,596.00,600.00,4,81,50996.00,
504614,SARDA ENMIN ,B ,Q,457.10,464.10,447.30,457.15,457.15,457.05,494,16469,7525962.00,
504646,BHAGWATI AUT,X ,Q,122.65,122.65,115.35,116.95,115.60,115.05,11,844,99269.00,
504673,UNIV.PRIME  ,XT,Q,3.60,3.61,3.44,3.61,3.61,3.44,3,460,1600.00,
504697,GALADA TELE.,X ,Q,4.20,4.32,4.20,4.31,4.32,4.32,5,400,1701.00,
504701,GONTER PEIP ,XT,Q,8.29,8.29,7.60,7.60,7.60,7.99,2,51,388.00,
504741,IND.HUME PIP,B ,Q,346.45,348.00,342.00,345.55,345.00,348.80,211,1281,442756.00,
504786,INVEST &PREC,X ,Q,443.00,443.00,430.00,435.00,435.00,444.10,20,1074,466726.00,
504879,ORIENT ABRAS,B ,Q,43.90,43.90,41.70,42.25,42.25,41.90,112,17925,756805.00,
504903,RATHI ST    ,Z ,Q,2.33,2.33,2.32,2.32,2.32,2.44,3,550,1281.00,
504908,DUNCANENG   ,X ,Q,66.85,72.80,66.85,72.80,72.80,69.75,5,98,6907.00,
504918,SANDUR MANG.,X ,Q,1248.90,1248.90,1190.00,1200.35,1214.90,1225.30,249,5351,6451825.00,
504959,STOVAC IND. ,X ,Q,3020.00,3020.00,2977.00,2999.50,3000.00,2972.15,14,156,467646.00,
504961,TATA YODOGAW,XT,Q,65.85,65.85,61.75,65.85,65.85,62.75,48,3799,248206.00,
504966,TINPLATE    ,B ,Q,225.00,225.25,220.00,221.90,221.90,227.20,3828,329291,73295091.00,
504973,TIFHL       ,A ,Q,659.90,659.95,646.10,652.70,653.70,654.25,27,373,243144.00,
504988,WELCAST     ,X ,Q,927.30,961.00,927.30,957.65,943.00,955.10,12,27,25626.00,
505010,AUTO AXLES  ,B ,Q,1582.80,1630.00,1570.00,1587.75,1630.00,1575.50,166,1095,1740070.00,
505029,ATLAS CYCLES,T ,Q,174.30,174.30,169.00,172.00,172.00,174.30,11,342,57956.00,
505036,AUTO COR.GOA,X ,Q,1275.00,1285.00,1266.00,1281.80,1285.00,1250.95,90,908,1159388.00,
505075,SETCO AUTO  ,B ,Q,58.50,58.90,56.60,57.30,57.30,58.30,484,95098,5490546.00,
505141,SCOOTERS IND,T ,Q,61.00,61.00,60.00,60.00,60.00,58.35,18,1300,78585.00,
505160,TALBROS AUTO,B ,Q,325.20,326.85,317.05,323.60,323.60,324.10,116,4801,1547226.00,
505163,ZF STEERING ,B ,Q,1053.15,1088.80,1049.95,1083.25,1083.25,1058.35,174,3650,3879189.00,
505192,SMLISUZU    ,B ,Q,775.00,789.40,775.00,777.95,777.95,774.95,113,1763,1378049.00,
505196,TIL LTD.    ,B ,Q,503.50,513.95,502.50,507.50,509.50,499.15,80,851,432412.00,
505200,EICHER MOTOR,A ,Q,29655.00,29995.00,29595.05,29793.85,29791.00,29667.00,938,8856,263860187.00,
505216,ALFRED HERB ,XT,Q,965.00,1015.40,965.00,1015.40,1015.40,967.05,6,65,65103.00,
505230,CIMMCO      ,B ,Q,92.50,95.60,88.75,91.50,92.00,89.35,264,8408,772587.00,
505232,VELJAN      ,X ,Q,1020.00,1060.95,1005.00,1032.60,1032.60,1030.00,41,557,571405.00,
505242,DYNAMAT.TECH,B ,Q,1822.20,1850.00,1800.00,1827.45,1800.00,1776.60,41,215,393597.00,
505250,G.G.DANDEKAR,X ,Q,84.85,84.85,75.90,79.70,79.70,77.30,6,266,21243.00,
505255,GMM PFAUDLER,B ,Q,701.50,729.90,701.50,726.85,729.90,712.35,28,440,319015.00,
505283,KIRLOSAR PN ,B ,Q,910.00,949.00,900.00,924.15,925.00,905.70,64,1093,1015234.00,
505299,KULK-POWER  ,X ,Q,57.90,57.90,54.00,54.95,55.00,53.00,45,3062,166875.00,
505324,MANUGRAPH IN,B ,Q,49.00,49.75,48.00,48.10,48.35,48.40,29,1219,59145.00,
505355,NESCO LTD   ,B ,Q,553.40,557.00,549.95,551.50,551.50,552.15,168,10578,5857194.00,
505358,INTEGRA ENG ,X ,Q,61.90,63.75,58.50,60.60,60.75,59.60,197,69991,4224681.00,
505368,REVATHI EQU.,B ,Q,604.00,604.00,604.00,604.00,604.00,580.00,1,30,18120.00,
505400,TEXINFRA    ,B ,Q,63.45,63.45,62.40,62.80,62.40,63.75,29,3575,225415.00,
505412,WENDT(INDIA),B ,Q,3334.15,3335.00,3220.00,3242.75,3220.00,3355.35,108,401,1311913.00,
505502,PSITINFRA   ,X ,Q,50.90,51.55,49.90,49.90,49.90,50.80,96,36059,1836789.00,
505509,RESPON IND  ,B ,Q,50.50,51.00,48.65,49.55,49.80,51.05,95,9671,482045.00,
505515,SHYAMKAM INV,XT,Q,17.25,17.25,17.25,17.25,17.25,16.45,3,100,1725.00,
505526,DOLAT INV.  ,X ,Q,11.70,11.70,11.70,11.70,11.70,10.64,7,3550,41535.00,
505533,WESTLIFE DEV,B ,Q,347.00,362.85,338.00,359.85,360.05,347.00,749,232410,81010826.00,
505537,ZEE ENTER   ,A ,Q,586.00,587.90,581.55,584.30,583.00,586.55,173,4473,2612887.00,
505576,GOLDCORP    ,X ,Q,58.70,58.70,58.70,58.70,58.70,58.75,1,5,293.00,
505590,SVPGLOB     ,X ,Q,335.00,341.00,320.00,327.85,327.85,331.95,271,50000,16484125.00,
505650,SKYL MILLAR ,XT,Q,2.96,2.96,2.96,2.96,2.96,2.94,1,4000,11840.00,
505665,ANTIF BEARNG,X ,Q,424.00,450.00,424.00,442.20,442.00,440.50,38,936,414725.00,
505681,BIMETAL BEAR,X ,Q,570.00,580.00,563.20,571.70,571.70,574.45,31,420,240125.00,
505688,BHARAT GEARS,B ,Q,185.10,191.00,185.10,187.20,187.20,187.25,129,5734,1078958.00,
505693,LATIMMETAL  ,X ,Q,33.20,33.20,32.05,32.05,32.05,33.20,4,425,14011.00,
505700,ELECON ENG  ,B ,Q,79.90,82.40,79.50,80.00,80.00,80.80,513,75346,6060177.00,
505710,GRAUER& WEIL,B ,Q,62.75,63.50,61.15,63.00,63.00,62.45,370,65868,4122288.00,
505712,GUJ.AUTO GE ,X ,Q,278.05,293.35,273.10,280.90,283.95,278.65,61,2237,624675.00,
505714,GABRIEL(I)  ,B ,Q,156.80,161.00,156.40,159.75,159.75,157.65,253,8633,1367162.00,
505720,HERC.HOISTS ,B ,Q,117.00,119.15,117.00,118.10,118.05,117.00,20,1327,156705.00,
505726,IFB IND.LTD.,B ,Q,1238.40,1248.50,1214.95,1222.10,1220.00,1224.90,48,153,187563.00,
505729,SINGER INDIA,X ,Q,57.80,61.90,57.00,60.35,60.35,57.55,916,278993,16786393.00,
505737,INTER.COMBUS,X ,Q,430.00,442.90,424.20,430.00,430.00,428.20,38,839,364247.00,
505744,FED MOG GOE ,B ,Q,444.95,444.95,429.95,431.20,439.95,439.65,99,1295,565957.00,
505750,JOSTS ENG.  ,X ,Q,1183.00,1200.00,1170.00,1180.00,1170.00,1193.50,10,89,106534.00,
505790,SCHAEFFLER  ,B ,Q,5450.00,5465.00,5400.00,5402.00,5400.00,5430.95,22,61,330502.00,
505800,RANE HOLDIN ,B ,Q,2579.00,2700.00,2561.00,2594.65,2570.00,2605.00,31,253,653992.00,
505827,SNL BEARINGS,X ,Q,423.40,423.50,405.00,415.35,420.00,411.10,20,349,144671.00,
505840,JAIPAN INDUS,XT,Q,41.75,41.75,41.50,41.55,41.70,40.20,10,1078,44858.00,
505850,MANCREDIT   ,ST,Q,3.83,3.83,3.60,3.72,3.72,3.65,30,11290,41576.00,
505854,TRF LTD.    ,B ,Q,254.00,266.25,241.00,259.40,259.40,247.10,1459,35823,9134975.00,
505872,WPIL LTD.   ,X ,Q,557.10,578.00,550.00,552.00,552.00,555.25,459,21166,11903863.00,
505890,KENNAMETAL  ,B ,Q,748.50,774.90,726.50,762.65,769.00,739.15,269,9127,6778753.00,
505978,TRITON VALVE,X ,Q,2035.00,2063.85,1994.00,2024.05,2011.00,2061.40,36,159,321712.00,
506003,SUDAL INDUS ,XT,Q,11.40,11.40,11.40,11.40,11.40,12.00,1,1,11.00,
506022,PRAKASH IND.,B ,Q,197.90,199.40,191.35,195.95,195.95,196.30,2605,350453,68367599.00,
506027,BHORUKA ALU.,X ,Q,0.59,0.59,0.59,0.59,0.59,0.59,2,2200,1298.00,
506074,ARSHIYA     ,B ,Q,79.90,80.60,78.00,78.40,79.15,81.00,152,78734,6214600.00,
506076,GRIND NORTON,B ,Q,519.00,519.00,515.00,515.00,515.00,519.20,5,32,16504.00,
506079,LAKSHMI PREC,B ,Q,39.40,41.55,39.40,40.00,40.00,40.65,31,5407,215645.00,
506105,STANROSE MAF,X ,Q,150.00,153.00,150.00,152.00,152.00,153.45,6,79,11887.00,
506109,GENESYS INT.,B ,Q,299.95,309.00,296.05,302.20,302.20,295.15,873,59861,18092863.00,
506122,PANKAJPIYUS ,X ,Q,62.00,62.00,60.00,61.60,61.60,61.60,15,2331,142134.00,
506128,PARNAXLAB   ,X ,Q,48.60,48.60,46.05,47.50,47.50,46.95,23,1739,82132.00,
506134,INTELL CAP  ,XT,Q,9.03,9.03,9.03,9.03,9.03,9.50,1,500,4515.00,
506142,VYAPAR INDS ,X ,Q,29.95,29.95,28.10,28.10,28.10,28.55,2,100,2902.00,
506146,VISAGAR POL ,B ,Q,1.21,1.28,1.16,1.27,1.27,1.17,91,272754,343430.00,
506194,ARIH SUPER  ,B ,Q,126.70,133.95,124.65,127.10,127.00,124.00,207,20724,2654901.00,
506197,BLISSGVS PH ,B ,Q,201.50,207.75,201.50,204.25,204.00,202.40,427,84286,17316434.00,
506222,INEOSSTYRO  ,B ,Q,919.95,920.00,914.00,919.65,920.00,901.55,16,97,89174.00,
506235,ALEMBIC LTD.,B ,Q,55.45,56.70,54.20,55.35,55.35,55.20,524,84796,4703704.00,
506248,AMINES&PLAST,X ,Q,73.45,73.60,72.60,73.60,73.60,70.10,70,10009,735738.00,
506260,ANUH PHARMA ,X ,Q,171.15,182.00,169.00,177.40,178.50,169.90,183,8473,1499269.00,
506261,MODISON MET.,X ,Q,61.45,62.75,61.45,61.75,61.75,61.25,38,7644,472359.00,
506285,BAYER CROP  ,A ,Q,4467.10,4525.00,4467.10,4492.60,4490.00,4472.10,94,194,870818.00,
506365,CHEMO PHARMA,XT,Q,37.75,37.75,37.75,37.75,37.75,37.75,2,26,981.00,
506390,CLARI CHEM  ,B ,Q,559.00,563.10,550.35,557.75,557.75,551.45,99,1254,698269.00,
506395,COROM INTER ,A ,Q,537.00,548.40,532.30,537.75,542.75,533.55,166,3190,1713154.00,
506401,DEEPAK NITR.,B ,Q,259.80,261.50,257.60,259.05,259.05,260.70,334,14032,3642336.00,
506405,DHARAMSI CHM,X ,Q,105.10,106.00,103.15,104.10,103.60,105.05,89,9658,1013540.00,
506414,DIL LTD     ,X ,Q,2825.00,3094.00,2825.00,3076.90,3076.90,2812.95,229,7507,22160573.00,
506480,GOCLCORP    ,B ,Q,520.00,527.40,506.10,512.10,510.00,513.35,67,794,408606.00,
506520,JAYSHRI CHEM,X ,Q,13.79,15.75,13.35,15.15,15.15,13.49,213,105471,1557610.00,
506525,KANORIA CHEM,B ,Q,70.75,72.45,70.75,71.95,71.70,71.05,39,2116,151789.00,
506528,KELTECH EN. ,X ,Q,1429.50,1462.00,1400.00,1451.35,1462.00,1399.50,72,974,1400949.00,
506532,NITTA GELA  ,X ,Q,216.25,219.70,210.00,214.00,214.00,216.25,29,1486,319429.00,
506579,ORIENT.CARB.,B ,Q,1138.55,1153.00,1135.50,1145.00,1145.00,1145.95,64,417,476723.00,
506590,PHIL.CARBON ,B ,Q,1150.00,1172.00,1133.00,1140.75,1140.75,1149.85,762,14925,17151393.00,
506597,AMAL PRODUCT,X ,Q,162.00,168.90,156.05,164.75,166.00,159.25,181,17250,2783673.00,
506605,POLYCHEM    ,X ,Q,384.60,386.95,371.05,383.40,386.95,370.00,4,18,6803.00,
506618,PUN.CHEM    ,B ,Q,401.10,413.70,401.10,407.60,407.60,405.00,36,456,185756.00,
506642,SADHANA NITR,XT,Q,243.50,246.50,231.35,232.10,233.00,243.50,167,18805,4411763.00,
506655,SUDARSH.CHEM,B ,Q,468.50,470.45,460.00,462.65,462.00,471.70,360,12338,5732396.00,
506685,ULTRAMARINE ,X ,Q,300.00,309.95,297.00,307.65,307.65,300.10,106,5819,1773103.00,
506687,TRANSPEK    ,X ,Q,1220.50,1314.00,1220.50,1300.00,1300.00,1259.85,126,8337,10818819.00,
506690,UNICHEM LAB ,B ,Q,283.15,284.55,282.00,284.10,284.10,282.95,157,10270,2913336.00,
506720,ZANDUREALTY ,B ,Q,2100.00,2161.15,1997.15,2015.25,2000.00,2054.85,182,738,1512444.00,
506734,MYS PETRO   ,X ,Q,117.15,129.00,117.15,126.10,129.00,123.40,13,604,74033.00,
506767,ALKYL AMINES,B ,Q,616.00,624.95,616.00,624.95,624.95,618.50,3,36,22205.00,
506808,TUTICORIN.  ,XT,Q,8.25,9.10,8.24,8.76,9.10,8.67,42,106151,917880.00,
506820,ASTRAZEN.PH.,B ,Q,955.00,980.80,955.00,969.30,974.40,960.85,30,108,104766.00,
506852,PUN.ALKALI  ,XT,Q,42.20,42.20,40.50,40.50,40.50,42.00,107,86282,3501328.00,
506854,TANFAC IND. ,X ,Q,129.90,129.90,125.00,127.05,126.05,126.85,25,3298,417957.00,
506858,GUJ.PETRO   ,XT,Q,20.45,20.45,20.45,20.45,20.45,20.25,2,325,6646.00,
506863,SWADESHI IND,X ,Q,0.98,0.98,0.98,0.98,0.98,1.08,54,42558,41706.00,
506879,GUJ.THEMIS. ,X ,Q,45.20,45.20,43.30,43.60,43.60,44.35,26,3076,135573.00,
506910,JAYSN DYEST ,X ,Q,76.00,76.00,76.00,76.00,76.00,77.80,1,200,15200.00,
506919,MAKERS LAB. ,X ,Q,80.10,83.90,79.20,82.85,83.00,80.50,16,1196,97956.00,
506943,J.B.CHEMICAL,B ,Q,308.00,311.00,307.15,308.25,308.65,306.60,40,1143,353295.00,
506981,BL.CHIP TEX ,X ,Q,269.95,269.95,251.05,269.95,269.95,245.45,134,5785,1546042.00,
507155,JAGATJIT IND,XT,Q,99.75,99.75,99.00,99.00,99.00,95.10,15,2224,221001.00,
507180,KESAR ENT.  ,B ,Q,45.00,45.95,42.70,44.50,44.70,45.35,29,613,27167.00,
507205,TILAKNAG IND,B ,Q,21.00,21.75,20.50,20.85,20.85,19.80,382,100378,2132816.00,
507315,SAKTHI SUGAR,B ,Q,17.55,17.90,17.30,17.45,17.60,17.60,21,4248,74548.00,
507410,WALCHANDNGR ,B ,Q,181.05,188.40,180.40,183.25,183.25,181.10,2729,240093,44354956.00,
